frame,image_name,label,label_id,xtl,ytl,xbr,ybr,track_id
129,frame_00129.jpg,Walking,0,606,524,693,632,0
130,frame_00130.jpg,Walking,0,604,523,691,632,0
131,frame_00131.jpg,Walking,0,601,523,688,631,0
132,frame_00132.jpg,Walking,0,598,523,685,631,0
133,frame_00133.jpg,Walking,0,595,523,682,631,0
134,frame_00134.jpg,Walking,0,593,522,680,630,0
135,frame_00135.jpg,Walking,0,590,522,677,630,0
136,frame_00136.jpg,Walking,0,587,522,674,630,0
137,frame_00137.jpg,Walking,0,584,521,671,630,0
138,frame_00138.jpg,Walking,0,581,521,668,629,0
139,frame_00139.jpg,Walking,0,577,521,664,629,0
140,frame_00140.jpg,Walking,0,573,521,660,629,0
141,frame_00141.jpg,Walking,0,569,521,656,629,0
142,frame_00142.jpg,Walking,0,565,521,652,629,0
143,frame_00143.jpg,Walking,0,560,521,647,629,0
144,frame_00144.jpg,Walking,0,556,521,643,630,0
145,frame_00145.jpg,Walking,0,552,521,639,630,0
146,frame_00146.jpg,Walking,0,548,521,635,630,0
147,frame_00147.jpg,Walking,0,544,521,631,630,0
148,frame_00148.jpg,Walking,0,539,521,626,630,0
149,frame_00149.jpg,Walking,0,535,522,622,630,0
150,frame_00150.jpg,Walking,0,531,522,618,630,0
151,frame_00151.jpg,Walking,0,527,522,614,630,0
152,frame_00152.jpg,Walking,0,523,522,610,630,0
153,frame_00153.jpg,Walking,0,518,522,605,630,0
154,frame_00154.jpg,Walking,0,514,522,601,630,0
155,frame_00155.jpg,Walking,0,510,522,597,630,0
156,frame_00156.jpg,Walking,0,506,522,593,630,0
157,frame_00157.jpg,Walking,0,501,522,589,630,0
158,frame_00158.jpg,Walking,0,497,522,584,630,0
159,frame_00159.jpg,Walking,0,493,522,580,630,0
160,frame_00160.jpg,Walking,0,489,522,576,630,0
161,frame_00161.jpg,Walking,0,485,522,572,630,0
162,frame_00162.jpg,Walking,0,480,522,567,630,0
163,frame_00163.jpg,Walking,0,476,522,563,630,0
164,frame_00164.jpg,Walking,0,472,522,559,630,0
165,frame_00165.jpg,Walking,0,468,522,555,630,0
166,frame_00166.jpg,Walking,0,464,522,551,630,0
167,frame_00167.jpg,Walking,0,459,522,546,630,0
168,frame_00168.jpg,Walking,0,455,522,542,630,0
169,frame_00169.jpg,Walking,0,451,522,538,630,0
170,frame_00170.jpg,Walking,0,447,522,534,630,0
171,frame_00171.jpg,Walking,0,443,522,530,630,0
172,frame_00172.jpg,Walking,0,438,522,525,630,0
173,frame_00173.jpg,Walking,0,434,522,521,630,0
174,frame_00174.jpg,Walking,0,430,522,517,630,0
175,frame_00175.jpg,Walking,0,426,522,513,631,0
176,frame_00176.jpg,Walking,0,422,522,509,631,0
177,frame_00177.jpg,Walking,0,417,522,504,631,0
178,frame_00178.jpg,Walking,0,411,522,499,633,0
179,frame_00179.jpg,Walking,0,406,522,493,636,0
180,frame_00180.jpg,Walking,0,400,521,487,639,0
181,frame_00181.jpg,Walking,0,394,521,481,642,0
182,frame_00182.jpg,Walking,0,388,521,475,645,0
183,frame_00183.jpg,Walking,0,382,520,469,648,0
184,frame_00184.jpg,Walking,0,376,520,463,651,0
185,frame_00185.jpg,Walking,0,369,519,457,652,0
186,frame_00186.jpg,Walking,0,361,519,450,653,0
187,frame_00187.jpg,Walking,0,353,518,444,654,0
188,frame_00188.jpg,Walking,0,346,518,438,655,0
189,frame_00189.jpg,Walking,0,338,517,431,656,0
190,frame_00190.jpg,Walking,0,330,517,425,657,0
191,frame_00191.jpg,Walking,0,322,516,418,658,0
192,frame_00192.jpg,Walking,0,315,515,412,659,0
193,frame_00193.jpg,Walking,0,307,515,405,660,0
194,frame_00194.jpg,Walking,0,299,514,399,661,0
195,frame_00195.jpg,Walking,0,292,514,392,662,0
196,frame_00196.jpg,Walking,0,284,513,385,662,0
197,frame_00197.jpg,Walking,0,276,513,378,662,0
198,frame_00198.jpg,Walking,0,269,512,370,662,0
199,frame_00199.jpg,Walking,0,261,512,363,663,0
200,frame_00200.jpg,Walking,0,253,511,356,663,0
201,frame_00201.jpg,Walking,0,246,511,348,663,0
202,frame_00202.jpg,Walking,0,238,510,341,663,0
203,frame_00203.jpg,Walking,0,230,510,334,664,0
204,frame_00204.jpg,Walking,0,222,509,326,664,0
205,frame_00205.jpg,Walking,0,215,509,319,664,0
206,frame_00206.jpg,Walking,0,204,509,309,668,0
207,frame_00207.jpg,Walking,0,194,509,298,672,0
208,frame_00208.jpg,Walking,0,183,510,287,675,0
209,frame_00209.jpg,Walking,0,172,510,277,679,0
210,frame_00210.jpg,Walking,0,159,508,265,680,0
211,frame_00211.jpg,Walking,0,146,506,253,681,0
212,frame_00212.jpg,Walking,0,133,504,241,682,0
213,frame_00213.jpg,Walking,0,119,502,229,682,0
214,frame_00214.jpg,Walking,0,106,500,217,683,0
215,frame_00215.jpg,Walking,0,93,498,205,684,0
216,frame_00216.jpg,Walking,0,80,495,193,685,0
217,frame_00217.jpg,Walking,0,66,493,181,686,0
218,frame_00218.jpg,Walking,0,53,491,170,687,0
219,frame_00219.jpg,Walking,0,40,489,158,687,0
220,frame_00220.jpg,Walking,0,26,487,146,688,0
221,frame_00221.jpg,Walking,0,13,485,134,689,0
222,frame_00222.jpg,Walking,0,6,486,107,690,0
223,frame_00223.jpg,Walking,0,0,488,80,691,0
224,frame_00224.jpg,Walking,0,0,488,80,691,0
225,frame_00225.jpg,Walking,0,0,488,80,691,0
226,frame_00226.jpg,Walking,0,0,488,80,691,0
227,frame_00227.jpg,Walking,0,0,488,80,691,0
228,frame_00228.jpg,Walking,0,0,488,80,691,0
229,frame_00229.jpg,Walking,0,0,488,80,691,0
230,frame_00230.jpg,Walking,0,0,488,80,691,0
231,frame_00231.jpg,Walking,0,0,488,80,691,0
232,frame_00232.jpg,Walking,0,0,488,80,691,0
233,frame_00233.jpg,Walking,0,0,488,80,691,0
234,frame_00234.jpg,Walking,0,0,488,80,691,0
235,frame_00235.jpg,Walking,0,0,488,80,691,0
236,frame_00236.jpg,Walking,0,0,488,80,691,0
237,frame_00237.jpg,Walking,0,0,488,80,691,0
238,frame_00238.jpg,Walking,0,0,488,80,691,0
239,frame_00239.jpg,Walking,0,0,488,80,691,0
